MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
17104,Lolling Seutajeu (Movie),Unknown,"Kids, Sports",Rolling Stars (Movie),롤링 스타즈,Movie,1,"Mar 24, 2011",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 23 min.,PG - Children,15311.0,15494,164,0,8,44,3,40,69,2.0,Unknown,2.0,2.0,5.0,6.0,5.0,Unknown,Unknown,7.0
17106,Wala! Pyeon-uijeom The Animation,Unknown,Slice of Life,Welcome to Wara Store!,와라! 편의점 the animation,TV,24,"Oct 23, 2009 to Apr 2, 2010",Fall 2009,Unknown,Unknown,Unknown,Web manga,24 min. per ep.,G - All Ages,12768.0,14389,231,0,16,61,11,57,86,4.0,Unknown,4.0,6.0,6.0,7.0,3.0,1.0,1.0,5.0
17113,Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,6.91,"Adventure, Comedy, Seinen",Unknown,映画クレヨンしんちゃん バカうまっ! B級グルメサバイバル!!,Movie,1,"Apr 20, 2013",Unknown,"TV Asahi, Asatsu DK",Unknown,Shin-Ei Animation,Manga,1 hr. 36 min.,G - All Ages,3988.0,8335,2444,0,48,1823,33,75,465,95.0,108.0,218.0,422.0,248.0,123.0,36.0,9.0,6.0,10.0
17115,Pokemon Best Wishes! Season 2: Episode N,6.68,"Action, Adventure, Comedy, Kids, Fantasy",Pokémon:Black & White:Adventures in Unova,ポケットモンスター ベストウイッシュ シーズン2 エピソードN,TV,14,"Jan 17, 2013 to Apr 18, 2013",Winter 2013,TV Tokyo,The Pokemon Company International,OLM,Game,22 min. per ep.,PG - Children,5016.0,2906,31492,100,503,25041,470,544,4934,1067.0,1156.0,2611.0,5097.0,3813.0,2164.0,783.0,349.0,152.0,120.0
17117,Aoi Kioku: Manmou Kaitaku to Shounen-tachi,Unknown,"Drama, Historical, Military",Unknown,蒼い記憶 満蒙開拓と少年たち,Movie,1,"Dec 18, 1993",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 30 min.,PG-13 - Teens 13 or older,13300.0,12569,419,0,22,113,9,47,228,6.0,2.0,7.0,11.0,24.0,12.0,5.0,1.0,Unknown,4.0
17121,Dareka no Manazashi,7.39,"Drama, Slice of Life",Someone's Gaze,だれかのまなざし,Movie,1,"Feb 10, 2013",Unknown,The Answer Studio,Unknown,CoMix Wave Films,Original,6 min.,G - All Ages,1944.0,2070,57283,84,970,40134,400,154,15625,2221.0,3634.0,8571.0,9781.0,4102.0,1727.0,485.0,175.0,94.0,79.0
17127,Chokkyuu Hyoudai Robot Anime: Straight Title,5.85,"Comedy, Mecha",Straight Title Robot Anime,直球表題 ロボットアニメ-STRAIGHT TITLE-,TV,12,"Feb 6, 2013 to Apr 24, 2013",Winter 2013,"Tsubasa Entertainment, Just Production",Unknown,Bouncy,Unknown,15 min. per ep.,PG-13 - Teens 13 or older,8680.0,8708,2094,4,138,697,98,384,777,34.0,23.0,73.0,106.0,124.0,107.0,90.0,62.0,45.0,75.0
17131,Dennou Sentai Voogie's★Angel: Forever and Ever,Unknown,"Action, Mecha, Comedy, Sci-Fi, Drama",Unknown,電脳戦隊ヴギィ'ズ★エンジェル FOREVER AND EVER,OVA,1,"Jan 25, 1999",Unknown,BEAM Entertainment,Unknown,J.C.Staff,Unknown,1 hr. 15 min.,PG-13 - Teens 13 or older,13796.0,12335,462,2,30,123,9,40,260,5.0,2.0,3.0,11.0,14.0,15.0,14.0,4.0,3.0,3.0
17137,Saiyuuki Gaiden: Kouga no Shou,7.28,"Adventure, Drama, Fantasy",Unknown,最遊記外伝　特別編　香花の章,OVA,1,"Apr 26, 2013",Unknown,Unknown,Unknown,Unknown,Manga,30 min.,PG-13 - Teens 13 or older,2444.0,8129,2647,8,91,1106,54,56,1340,81.0,92.0,153.0,222.0,75.0,39.0,10.0,4.0,2.0,3.0
17141,Kara The Animation,5.45,Action,Unknown,KARA THE ANIMATION,TV,5,"Mar 1, 2013",Winter 2013,NOTTV,Unknown,Unknown,Unknown,27 min. per ep.,PG-13 - Teens 13 or older,9802.0,10535,962,3,52,187,37,84,602,9.0,2.0,8.0,17.0,13.0,30.0,24.0,15.0,10.0,9.0
17147,Gakkatsu! 2nd Season,6.44,"Comedy, School",Unknown,ガッ活！ 第2シーズン,TV,25,"Jan 16, 2013 to Sep 25, 2013",Winter 2013,NHK,Unknown,Fanworks,Unknown,5 min. per ep.,G - All Ages,6222.0,9257,1703,3,114,590,173,131,695,23.0,27.0,90.0,109.0,123.0,58.0,25.0,10.0,8.0,15.0
17151,Mogu Mogu,4.77,Music,Unknown,モグモグ,Music,1,"Aug 6, 2009",Unknown,Unknown,Unknown,W+K Tokyo,Original,4 min.,G - All Ages,10796.0,12806,381,0,7,307,3,18,46,7.0,Unknown,3.0,13.0,23.0,51.0,53.0,29.0,22.0,23.0
17157,Nozoki Ana,6.5,"Comedy, Drama, Ecchi",Unknown,ノ・ゾ・キ・ア・ナ,OVA,1,"Feb 28, 2013",Unknown,Toho,Unknown,Studio Fantasia,Manga,55 min.,R+ - Mild Nudity,5878.0,2497,41526,133,1210,31280,474,496,8066,1501.0,1560.0,3339.0,5741.0,4886.0,2908.0,1397.0,701.0,430.0,344.0
17159,Peeping Life Specials,5.21,"Comedy, Slice of Life",Unknown,ピーピング・ライフ,Special,2,2009,Unknown,CoMix Wave Films,Unknown,Unknown,Unknown,5 min. per ep.,PG - Children,10320.0,12321,466,0,15,260,15,50,126,2.0,2.0,6.0,15.0,25.0,46.0,27.0,15.0,20.0,27.0
17161,Peeping Life: The Perfect Emotion Special,5.58,"Slice of Life, Comedy",Unknown,Peeping Life（ピーピング・ライフ）-The Perfect Emotion-,Special,1,"Apr 16, 2010",Unknown,CoMix Wave Films,Unknown,Unknown,Original,5 min.,G - All Ages,9472.0,12419,446,0,19,226,9,53,139,4.0,2.0,6.0,18.0,29.0,40.0,12.0,8.0,14.0,23.0
17163,Peeping Life: The Perfect Evolution Specials,5.72,"Slice of Life, Comedy",Unknown,Peeping Life（ピーピング・ライフ） -The Perfect Evolution-,Special,3,"Jan 27, 2011",Unknown,CoMix Wave Films,Unknown,Unknown,Original,3 min. per ep.,G - All Ages,9081.0,12552,425,0,17,206,10,53,139,3.0,3.0,6.0,18.0,20.0,35.0,11.0,7.0,16.0,22.0
17165,SF Saiyuuki Starzinger (Movie),5.62,"Adventure, Mecha, Sci-Fi, Shounen",Unknown,ＳＦ西遊記 スタージンガー,Movie,1,"Mar 17, 1979",Unknown,Unknown,Unknown,Toei Animation,Unknown,22 min.,G - All Ages,9395.0,12078,515,0,24,240,15,40,196,12.0,4.0,9.0,16.0,30.0,42.0,25.0,10.0,13.0,4.0
17167,Akai Koudan Zillion Recaps,6.08,"Sci-Fi, Adventure",Zillion Specials,赤い光弾ジリオン 特典映像,Special,3,"Jul 21, 1987 to Aug 21, 1988",Unknown,Unknown,Unknown,Production I.G,Game,42 min. per ep.,PG-13 - Teens 13 or older,7883.0,11738,590,1,29,207,20,54,280,9.0,4.0,15.0,25.0,24.0,24.0,6.0,6.0,3.0,9.0
17187,Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,7.47,"Sci-Fi, Police, Psychological, Mecha",Ghost in the Shell:Arise - Border 1:Ghost Pain,攻殻機動隊ARISE -GHOST IN THE SHELL- border:1 Ghost Pain,Movie,1,"Jun 22, 2013",Unknown,"Bandai Visual, Dentsu, Kodansha, flying DOG, TOHO animation",Funimation,Production I.G,Manga,58 min.,R - 17+ (violence & profanity),1675.0,2190,52873,73,969,35353,465,275,15811,1521.0,3595.0,8159.0,8099.0,2839.0,1161.0,408.0,121.0,62.0,59.0
17201,Toki no Daichi: Hana no Oukoku no Majo,Unknown,"Adventure, Fantasy",Unknown,刻の大地 ～花の王国の魔女～,OVA,3,"Dec 22, 1998 to Mar 25, 1999",Unknown,Magic Bus,Unknown,Unknown,Manga,30 min. per ep.,PG-13 - Teens 13 or older,12536.0,13593,292,0,17,84,5,37,149,5.0,Unknown,4.0,10.0,13.0,17.0,3.0,1.0,1.0,4.0
17205,Cowboy Bebop: Ein no Natsuyasumi,6.25,Adventure,Ein's Summer Vacation,アインのなつやすみ,Special,1,"Dec 21, 2012",Unknown,Unknown,Unknown,Sunrise,Original,1 min.,G - All Ages,7126.0,3638,20427,24,301,13437,208,184,6297,865.0,421.0,742.0,1497.0,2139.0,1763.0,474.0,247.0,195.0,191.0
17209,Suzy's Zoo: Daisuki! Witzy - Happy Birthday,5.78,Kids,Unknown,Suzy's Zoo だいすき！ウィッツィー ハッピーバースデー,Special,1,"Dec 2, 2011",Unknown,TBS,Unknown,Digital Media Lab,Original,2 min.,G - All Ages,8925.0,13695,279,1,9,173,5,34,58,9.0,1.0,10.0,14.0,25.0,32.0,8.0,10.0,3.0,7.0
17211,Shouwa Ahozoushi Akanuke Ichiban!,Unknown,"Comedy, Shoujo",Unknown,昭和アホ草紙あかぬけ一番！,TV,22,"Oct 7, 1985 to Mar 24, 1986",Fall 1985,TV Asahi,Unknown,Tatsunoko Production,Manga,25 min. per ep.,PG-13 - Teens 13 or older,12072.0,11309,700,2,37,151,34,76,402,14.0,8.0,20.0,23.0,15.0,12.0,5.0,3.0,3.0,3.0
17213,Sore Ike! Anpanman: Dadandan to Futago no Hoshi,Unknown,"Comedy, Kids",Unknown,それいけ！アンパンマン だだんだんとふたごの星,Movie,1,"Jul 4, 2009",Unknown,Unknown,Unknown,TMS Entertainment,Unknown,50 min.,PG - Children,12156.0,14575,220,0,10,82,6,54,68,6.0,3.0,3.0,5.0,7.0,7.0,5.0,1.0,3.0,3.0
17215,Sore Ike! Anpanman: Happy no Daibouken,Unknown,"Comedy, Kids",Unknown,それいけ! アンパンマン ハピーの大冒険,Movie,1,"Jul 16, 2005",Unknown,Unknown,Unknown,TMS Entertainment,Unknown,51 min.,PG - Children,12142.0,14603,216,0,10,85,5,56,60,10.0,3.0,1.0,5.0,4.0,9.0,3.0,3.0,3.0,2.0
17217,Kankara Sanshin,Unknown,"Drama, Historical",Unknown,かんからさんしん,Movie,1,"Aug 4, 1989",Unknown,Tokyo Animation Film,Unknown,Unknown,Unknown,1 hr. 18 min.,PG - Children,14866.0,13412,307,0,17,53,9,41,187,6.0,4.0,5.0,3.0,3.0,6.0,2.0,Unknown,Unknown,4.0
17219,Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,Unknown,"Kids, Fantasy, Comedy",Unknown,それいけ！アンパンマン ロールとローラ うきぐも城のひみつ,Movie,1,"Jul 13, 2002",Unknown,Unknown,Unknown,TMS Entertainment,Unknown,50 min.,PG - Children,12160.0,14050,256,0,9,114,6,54,73,9.0,6.0,7.0,11.0,14.0,11.0,2.0,Unknown,3.0,5.0
17221,Shin Kabukichou Story Hana no Asukagumi!,5.79,"Adventure, Drama, Shoujo",Unknown,新歌舞伎町ストーリー 花のあすか組!,OVA,1,"Jun 10, 1987",Unknown,Unknown,Unknown,Toei Animation,Manga,48 min.,PG-13 - Teens 13 or older,8859.0,11387,674,1,32,187,9,47,399,6.0,1.0,10.0,32.0,29.0,32.0,20.0,9.0,7.0,1.0
17223,Hana no Asukagumi! 2: Lonely Cats Battle Royale,5.81,"Adventure, Drama, Shoujo",Unknown,花のあすか組! 2 ロンリーキャッツ・バトルロイヤル,OVA,1,"Mar 23, 1990",Unknown,Unknown,Unknown,Toei Animation,Manga,52 min.,PG-13 - Teens 13 or older,8824.0,12094,514,3,26,192,7,43,246,7.0,2.0,7.0,29.0,29.0,34.0,9.0,16.0,5.0,1.0
17233,Jib,6.42,"Kids, Drama, Fantasy",The House,집,Movie,1,"Mar 17, 2011",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 22 min.,G - All Ages,6335.0,12154,492,0,17,189,7,32,247,10.0,12.0,25.0,34.0,34.0,15.0,8.0,5.0,2.0,2.0
17237,Peeping Life: World History,6.05,"Slice of Life, Comedy, Historical",Unknown,Peeping Life -World History-,ONA,40,"Dec 20, 2012 to Dec 12, 2013",Unknown,CoMix Wave Films,Unknown,Unknown,Original,5 min. per ep.,G - All Ages,8033.0,11472,655,0,59,197,49,107,243,5.0,6.0,31.0,36.0,30.0,24.0,17.0,13.0,11.0,15.0
17245,Christmas,5.41,"Music, Supernatural",Unknown,クリスマス,Music,1,"Nov 16, 2010",Unknown,Unknown,Unknown,Unknown,Unknown,6 min.,G - All Ages,9903.0,11113,758,1,14,594,6,18,126,18.0,8.0,19.0,51.0,110.0,93.0,54.0,42.0,20.0,12.0
17247,Machine-Doll wa Kizutsukanai,7.15,"Action, Ecchi, Fantasy, School",Unbreakable Machine-Doll,機巧少女〈マシンドール〉は傷つかない,TV,12,"Oct 7, 2013 to Dec 23, 2013",Fall 2013,"Genco, Media Factory, Kadokawa Shoten, Movic, AT-X, Showgate",Funimation,Lerche,Light novel,23 min. per ep.,R+ - Mild Nudity,3003.0,553,264089,658,13661,174310,7149,9507,59462,7926.0,13658.0,31633.0,40093.0,20938.0,10114.0,4004.0,1653.0,724.0,444.0
17249,Pretty Rhythm: Rainbow Live,7.52,"Slice of Life, Sports, Music, Shoujo",Unknown,プリティーリズム・レインボーライブ,TV,51,"Apr 6, 2013 to Mar 29, 2014",Spring 2013,TV Tokyo,Unknown,"Tatsunoko Production, Dongwoo A&E",Game,21 min. per ep.,PG - Children,1529.0,4910,9951,169,630,4717,421,583,3600,535.0,550.0,858.0,828.0,457.0,274.0,94.0,37.0,29.0,31.0
17251,Wanna. SpartanSex Spermax!!!,6.76,Hentai,Unknown,Wanna. SpartanSex Spermax!!!,OVA,2,"Feb 22, 2013 to Sep 27, 2013",Unknown,Suzuki Mirano,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,5626,7127,46,719,3899,352,322,1835,342.0,232.0,453.0,617.0,439.0,284.0,154.0,71.0,40.0,68.0
17259,Kuroko no Basket: Oshaberi Shiyokka,7.29,"Comedy, School, Sports, Shounen",Kuroko's Basketball Special,黒子のバスケ お喋りしよっか,Special,1,"Dec 21, 2012",Unknown,Unknown,Unknown,Production I.G,Unknown,9 min.,PG-13 - Teens 13 or older,2383.0,2581,38916,31,471,31598,284,207,6356,2334.0,2156.0,4169.0,6032.0,3190.0,1486.0,407.0,188.0,93.0,62.0
17263,Hanakappa Movie: Hanasake! Pakkaan♪ Chou no Kuni no Daibouken,Unknown,"Comedy, Kids",Hanakappa:Adventure in the Butterfly Kingdom,映画 はなかっぱ 花さけ！パッカ～ん♪蝶の国の大冒険,Movie,1,"Apr 12, 2013",Unknown,Group TAC,Unknown,Unknown,Picture book,50 min.,PG - Children,14249.0,14482,225,1,11,71,8,47,88,3.0,Unknown,7.0,3.0,7.0,5.0,5.0,1.0,2.0,6.0
17265,Log Horizon,8.0,"Action, Game, Adventure, Magic, Fantasy",Log Horizon,ログ・ホライズン,TV,25,"Oct 5, 2013 to Mar 22, 2014",Fall 2013,NHK,Sentai Filmworks,Satelight,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,538.0,91,872925,10085,54172,571062,32386,35518,179787,51370.0,108395.0,154775.0,93431.0,31289.0,14117.0,5295.0,1853.0,862.0,862.0
17267,Futari wa Milky Holmes,5.8,"Mystery, Comedy, Super Power",Unknown,ふたりはミルキィホームズ,TV,12,"Jul 13, 2013 to Sep 28, 2013",Summer 2013,"Sotsu, Nomad, Bushiroad, Chrono Gear Creative, Bushiroad Music",Unknown,J.C.Staff,Original,12 min. per ep.,PG-13 - Teens 13 or older,8827.0,5057,9293,12,369,4637,304,706,3277,107.0,130.0,347.0,697.0,784.0,623.0,361.0,202.0,149.0,152.0
17269,Captain Herlock,7.38,"Action, Sci-Fi, Space, Drama",Space Pirate Captain Harlock,キャプテンハーロック,Movie,1,"Sep 7, 2013",Unknown,"Toei Video, Marza Animation Planet, Sammy, Kinoshita Koumuten",Ketchup Entertainment,Toei Animation,Manga,1 hr. 55 min.,R - 17+ (violence & profanity),1967.0,2371,45770,165,683,36211,280,250,8346,2290.0,3741.0,7303.0,7696.0,3595.0,1653.0,692.0,248.0,134.0,62.0
17273,Hetalia: The Beautiful World Specials,7.54,"Comedy, Historical, Parody",Unknown,ヘタリア The Beautiful World,Special,4,"Apr 24, 2013 to Oct 30, 2013",Unknown,Frontier Works,Funimation,Studio Deen,Unknown,5 min. per ep.,PG-13 - Teens 13 or older,1449.0,4066,15746,34,431,10365,255,225,4470,1067.0,925.0,1476.0,1537.0,720.0,403.0,129.0,50.0,48.0,48.0
17277,Code Geass: Soubou no Oz Picture Drama,6.28,"Action, Drama, Mecha, Military, School, Supernatural",Code Geass:Oz the Reflection Picture Drama,コードギアス 双貌のオズ ピクチャードマラ,OVA,5,"Jan 10, 2013",Unknown,Unknown,Unknown,Sunrise,Unknown,3 min. per ep.,PG-13 - Teens 13 or older,6982.0,4618,11698,6,331,4601,380,371,6015,275.0,141.0,269.0,528.0,590.0,389.0,163.0,96.0,66.0,76.0
17291,Jinzou Konchuu Kabutoborg VxV,6.17,"Action, Comedy, Fantasy, Game, Shounen",Unknown,人造昆虫カブトボーグ V×V,TV,52,"Oct 5, 2006 to Oct 11, 2007",Fall 2006,"Sony Pictures Entertainment, Studio Comet, G&G Entertainment, Nihon Ad Systems, Animax",Unknown,Unknown,Unknown,24 min. per ep.,G - All Ages,7491.0,11909,545,4,32,188,22,74,229,22.0,8.0,8.0,20.0,35.0,15.0,8.0,7.0,8.0,6.0
17293,Love Like Aliens,5.59,"Action, Music, Sci-Fi",Unknown,LOVE LIKE ALIENS,Music,1,"Jul 15, 2012",Unknown,Unknown,Unknown,"Studio 4°C, Shirogumi",Unknown,6 min.,PG-13 - Teens 13 or older,9437.0,10223,1107,1,26,787,9,27,258,16.0,19.0,25.0,91.0,160.0,121.0,72.0,38.0,14.0,25.0
17295,Cosmic Break,5.92,"Game, Drama, Mecha",Unknown,コズミックブレイク,ONA,4,"Sep 9, 2010 to Feb 8, 2012",Unknown,CyberStep,Unknown,Unknown,Game,7 min. per ep.,PG-13 - Teens 13 or older,8460.0,11812,568,2,28,226,15,41,258,14.0,7.0,10.0,27.0,27.0,34.0,12.0,8.0,6.0,7.0
17307,Dr. Typhoon,Unknown,"Drama, Seinen, Sports",Unknown,Dr.(ドク)タイフーン,OVA,1,"Apr 3, 1991",Unknown,Unknown,Unknown,Unknown,Unknown,45 min.,PG-13 - Teens 13 or older,13862.0,14173,248,0,11,66,10,48,113,7.0,Unknown,2.0,11.0,6.0,7.0,5.0,Unknown,1.0,2.0
17313,Pro Golfer Saru,Unknown,"Kids, Sports",Unknown,プロゴルファー猿,Special,1,"Oct 19, 1982",Unknown,TV Asahi,Unknown,Unknown,Unknown,1 hr. 31 min.,PG - Children,11617.0,15213,181,0,6,58,2,45,70,3.0,5.0,2.0,3.0,8.0,5.0,4.0,1.0,Unknown,3.0
17315,Shin Pro Golfer Saru,Unknown,"Kids, Sports",Unknown,新プロゴルファー猿,TV,10,"Apr 11, 1988 to Jun 13, 1988",Spring 1988,TV Asahi,Unknown,Shin-Ei Animation,Unknown,15 min. per ep.,PG - Children,11981.0,14908,200,0,9,62,4,56,69,4.0,3.0,1.0,9.0,7.0,9.0,2.0,1.0,Unknown,1.0
17317,Pro Golfer Saru: Super Golf World e no Chousen!!,Unknown,"Kids, Sports",Unknown,プロゴルファー猿 スーパーGOLFワールドへの挑戦!!,Movie,1,"Mar 15, 1986",Unknown,Unknown,Unknown,Shin-Ei Animation,Unknown,45 min.,PG - Children,11638.0,15637,158,0,5,45,2,47,59,3.0,4.0,Unknown,3.0,3.0,10.0,Unknown,1.0,Unknown,3.0
17321,Pro Golfer Saru: Kouga Hikyou! Kage no Ninpou Golfer Sanjou!,Unknown,"Kids, Sports",Unknown,プロゴルファー猿 甲賀秘境! 影の忍法ゴルファー参上!,Movie,1,"Mar 14, 1987",Unknown,Unknown,Unknown,Shin-Ei Animation,Unknown,40 min.,PG - Children,11632.0,15317,177,0,7,49,2,49,70,5.0,Unknown,4.0,4.0,3.0,9.0,2.0,2.0,Unknown,2.0
17325,Ajin Senshi,6.09,"Fantasy, Sci-Fi",Unknown,亜人戦士,Movie,1,"Nov 17, 1990",Unknown,"Magic Bus, Tokuma Japan",Unknown,Unknown,Unknown,1 hr. 40 min.,PG-13 - Teens 13 or older,7841.0,9738,1390,0,58,317,29,97,889,20.0,8.0,14.0,30.0,43.0,35.0,9.0,10.0,6.0,3.0
17339,Kentauros no Densetsu,Unknown,"Action, Drama",The Legend of Kentauros,ケンタウロスの伝説,OVA,1,"Dec 21, 1987",Unknown,Wako Productions,Unknown,Unknown,Unknown,1 hr. 35 min.,Unknown,14950.0,14063,255,0,14,57,5,32,147,4.0,1.0,3.0,4.0,12.0,8.0,2.0,3.0,Unknown,3.0
17341,Yama no Susume: Kabe tte Kowakunai no?,6.74,"Comedy, Slice of Life",Unknown,ヤマノススメ 壁って怖くないの？,Special,1,"May 24, 2013",Unknown,Earth Star Entertainment,Unknown,8bit,Manga,5 min.,PG-13 - Teens 13 or older,4733.0,3969,16840,3,287,12618,146,125,3664,316.0,656.0,1458.0,3019.0,2171.0,967.0,239.0,98.0,44.0,22.0
17345,Senran Kagura Specials,6.45,Ecchi,Unknown,閃乱カグラ,Special,6,"Mar 27, 2013 to Aug 28, 2013",Unknown,"Genco, Media Factory, Marvelous AQL",Unknown,Artland,Unknown,4 min. per ep.,PG-13 - Teens 13 or older,6179.0,4135,15188,18,600,8885,274,201,5228,454.0,362.0,683.0,1439.0,1397.0,857.0,329.0,177.0,111.0,93.0
17351,Mangirl!: Asobu Henshuu Girl,5.93,"Comedy, Slice of Life",Unknown,まんがーる! 遊ぶへんしゅうがぁる,Special,1,"May 24, 2013",Unknown,Earth Star Entertainment,Unknown,Doga Kobo,Manga,9 min.,PG-13 - Teens 13 or older,8460.0,6035,5987,0,91,4525,57,45,1269,71.0,76.0,272.0,760.0,965.0,690.0,256.0,123.0,71.0,48.0
17353,Tenpou Suikoden Neo,5.23,Historical,Unknown,天保水滸伝NEO,TV,5,"Feb 28, 2013 to Mar 28, 2013",Winter 2013,Unknown,Unknown,Kachidoki Studio,Unknown,2 min. per ep.,PG-13 - Teens 13 or older,10287.0,10742,880,2,37,222,23,60,538,5.0,1.0,2.0,16.0,27.0,35.0,27.0,11.0,21.0,25.0
17357,Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,6.78,"Fantasy, Kids, Magic, Shoujo",Unknown,映画 ドキドキ! プリキュア マナ結婚!!? 未来につなぐ希望のドレス,Movie,1,"Oct 26, 2013",Unknown,"Asahi Broadcasting, Kinoshita Group Holdings",Unknown,Toei Animation,Original,1 hr. 11 min.,G - All Ages,4522.0,7512,3420,6,71,2115,44,80,1110,113.0,153.0,241.0,364.0,283.0,147.0,74.0,36.0,16.0,13.0
17359,Peeping Life: The Perfect Explosion,Unknown,"Comedy, Slice of Life",Unknown,Peeping Life -The Perfect Explosion-,OVA,10,"Oct 18, 2012",Unknown,CoMix Wave Films,Unknown,Unknown,Original,5 min. per ep.,G - All Ages,11515.0,12446,442,0,20,154,17,63,188,4.0,3.0,9.0,16.0,18.0,15.0,12.0,8.0,6.0,14.0
17371,Natsuyasumi.,5.8,"Hentai, Yaoi",Unknown,ナツヤスミ.,ONA,3,"Jan 27, 2013 to Jul 11, 2013",Unknown,Studio Zealot,Unknown,Studio 9 MAiami,Original,14 min. per ep.,Rx - Hentai,Unknown,4921,9880,106,583,6815,247,431,1804,418.0,249.0,444.0,763.0,861.0,713.0,384.0,261.0,222.0,377.0
17379,Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,6.07,"Action, Martial Arts, Historical, Shounen",Unknown,ストリートファイターII よみがえる藤原京 時を駆けたファイターたち,OVA,1,1995,Unknown,Group TAC,Unknown,Unknown,Unknown,22 min.,PG-13 - Teens 13 or older,7960.0,9598,1489,0,48,731,26,50,634,23.0,22.0,32.0,96.0,114.0,84.0,36.0,25.0,9.0,5.0
17387,Imokawa Mukuzo: Genkanban no Maki,5.38,Comedy,Unknown,芋川椋三玄関番の巻,Movie,1,"Jan, 1917 to ?",Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,9981.0,11543,639,2,26,334,18,89,172,21.0,2.0,7.0,17.0,47.0,62.0,30.0,12.0,9.0,14.0
17389,Kingdom 2nd Season,8.39,"Action, Military, Historical, Seinen",Kingdom:Season 2,キングダム 第2シリーズ,TV,39,"Jun 8, 2013 to Mar 2, 2014",Summer 2013,NHK,Funimation,Studio Pierrot,Manga,25 min. per ep.,R - 17+ (violence & profanity),161.0,1675,79350,698,4223,47556,1496,1323,24752,6849.0,11885.0,11606.0,4776.0,1449.0,554.0,286.0,105.0,72.0,313.0
17391,Senyuu. Specials,7.06,"Action, Comedy, Fantasy, Shounen",Unknown,戦勇。,Special,4,"Apr 24, 2013 to Nov 22, 2013",Unknown,Unknown,Unknown,"Ordet, LIDENFILMS",Web manga,5 min. per ep.,PG-13 - Teens 13 or older,3413.0,4048,16020,13,743,11302,746,261,2968,668.0,826.0,1647.0,2547.0,1553.0,768.0,213.0,98.0,51.0,34.0
17395,Ark IX,5.15,Action,Ark Nine,アークIX,OVA,1,"Jul 2, 2013",Unknown,Hoods Entertainment,Unknown,Unknown,Novel,11 min.,PG-13 - Teens 13 or older,10398.0,5462,7641,4,193,4674,78,101,2595,71.0,83.0,226.0,453.0,624.0,748.0,426.0,264.0,238.0,199.0
17397,Cyclops Shoujo Saipuu,5.83,"Ecchi, Comedy, School, Slice of Life",Unknown,サイクロプス少女さいぷ～,ONA,12,"Mar 12, 2013 to May 30, 2013",Unknown,Unknown,Unknown,Unknown,4-koma manga,2 min. per ep.,PG-13 - Teens 13 or older,8753.0,2840,32694,28,1557,20253,597,1111,9176,582.0,546.0,1378.0,2966.0,3682.0,2949.0,1346.0,826.0,556.0,441.0
17403,Kaitou Lupin: 813 no Nazo,Unknown,Mystery,Unknown,怪盗ルパン 813の謎,Special,1,"May 5, 1979",Unknown,Fuji TV,Unknown,Tatsunoko Production,Unknown,1 hr. 20 min.,PG-13 - Teens 13 or older,14812.0,11362,687,1,21,187,14,56,409,7.0,8.0,10.0,15.0,20.0,20.0,6.0,3.0,1.0,7.0
17405,Hino Hideshi Toukaidou Yotsuya Kaidan,Unknown,Horror,Unknown,日野日出志 東海道 四谷怪談,OVA,1,"Jul 20, 2000",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 10 min.,Unknown,14440.0,12015,526,1,18,82,18,39,369,2.0,Unknown,5.0,4.0,9.0,6.0,7.0,3.0,Unknown,7.0
17409,Sukitte Ii na yo.: Mei and Marshmallow,6.75,"Romance, School, Shoujo","Say ""I Love You"".:Mei and Marshmallow Meow",好きっていいなよ。,Special,10,"Dec 26, 2012 to May 22, 2013",Unknown,Starchild Records,Sentai Filmworks,Zexcs,Manga,1 min. per ep.,PG-13 - Teens 13 or older,4664.0,2534,40626,130,1200,27132,681,691,10922,1711.0,1636.0,2800.0,4131.0,3384.0,2172.0,824.0,375.0,233.0,176.0
17419,Dog Days' Specials,6.7,"Action, Adventure, Magic, Fantasy",Unknown,DOG DAYS` 今週のあらすじ,Special,13,"Sep 26, 2012 to Mar 27, 2013",Unknown,Unknown,Unknown,Seven Arcs,Unknown,1 min. per ep.,PG-13 - Teens 13 or older,4900.0,5329,8132,4,229,4545,194,166,2998,222.0,183.0,399.0,668.0,546.0,306.0,92.0,49.0,38.0,36.0
