MAL_ID,Name,Score,Genres,sypnopsis
23673,Ookami Shoujo to Kuro Ouji,7.17,"Comedy, Romance, School, Shoujo","Erika Shinohara has taken to lying about her romantic exploits to earn the respect of her new friends. So when they ask for a picture of her ""boyfriend,"" she hastily snaps a photo of a handsome stranger, whom her friends recognize as the popular and kind-hearted Kyouya Sata. Trapped in her own web of lies and desperately trying to avoid humiliation, Erika explains her predicament to Kyouya, hoping he will pretend to be her boyfriend. But Kyouya is not the angel he appears to be: he is actually a mean-spirited sadist who forces Erika to become his ""dog"" in exchange for keeping her secret. Begrudgingly accepting his deal, Erika soon begins to see glimpses of the real Kyouya beneath the multiple layers of his outer persona. As she finds herself falling for him, she can't help but question if he will ever feel the same way about her. Will Kyouya finally make an honest woman out of Erika, or is she destined to be a ""wolf girl"" forever?"
23675,Hi no Tori: Kizuna-hen,Unknown,"Fantasy, Kids","Short movie shown at three locations: Children's Museum Noshiro in Akita Prefecture, Tsukuba Expo Center in Ibaraki Prefecture, and Osaki Lifelong Learning Center in Miyagi Prefecture."
23679,Strange+ Special,5.67,"Slice of Life, Comedy, Josei",Unaired episode of Strange+ included on the Blu-ray/DVD release.
23697,Kara no Kyoukai: Manner Movies,6.41,"Action, Comedy",Seven cinema intros that were shown with the seven movies of Kara no Kyoukai and included as a bonus with the Blu-ray/DVD release.
23699,Kumo ni Noru,Unknown,"Action, Seinen","In a Buddhist heaven where saints fight over turf in the clouds, Nio-maru searches for the younger sister torn from him in an aircraft accident back in the human world. (Source: The Anime Encyclopedia)"
23701,Toradora! Recap,7.49,"Slice of Life, Comedy, Romance, School",cap OVA of the Toradora series included as a bonus with limited edition of Choudokyuu Premium Box release of PSP game Toradora! Portable.
23703,Gatchaman Crowds: Embrace,7.4,"Adventure, Sci-Fi",Director's cut of episode 12 included with the BD/DVD box release. Contains about 15 minutes of new content.
23707,Sabaku no Kuni no Oujosama,Unknown,"Adventure, Fantasy","hen the spring that supplies water to her kingdom dries up, the Princess decides to go into the desert in search of a faraway oasis that is said to exist. The Princess and her animal friends face many challenges in their journey to save the draught-stricken kingdom."
23709,Hana to Shounen,Unknown,Fantasy,Yuji and Koichi set off on a journey to find a rare bamboo flower for a school project. In the forest they encounter a legendary phoenix who asks for their help to save the forest.
23711,Kakumei no Wakaki Sora,6.34,"Drama, Historical",The life of the French poet André Marie Chénier during the period of radical social and political upheaval in France.
23713,Nagareboshi no Okurimono,Unknown,"Fantasy, Kids",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
23721,Carino Coni,Unknown,"Fantasy, Kids","shy little Carino Coni is a rabbit boy who just started to live alone in the forest away from his family. Everyday Coni's heart raises with joy playing with his siblings who lives nearby, but suddenly cries of lonesomeness, which he cannot explain. This story is about all heart warming stories Coni encounters, and how he himself become not so lonely anymore as he gradually grows up. (Source: playsetproducts.jp)"
23723,Teppen,Unknown,"Action, Comedy","Hanabishi, an extremely violent, but chivalrous delinquent, gets into fights with yakuza, other punks, and sometimes the police, gaining a feared reputation that attracts a couple admirers and antagonizes his gang-infested schools' bosses."
23725,Strike Witches: Operation Victory Arrow,7.37,"Action, Ecchi, Magic, Military, Sci-Fi",Operation Victory Arrow is set in the period between the end of Operation Mars in the second television series and the 2012 Strike Witches movie. The three 30-minute short stories depict the lives of the members who returned to their respective homes. (Source: ANN)
23727,Kansuke-san to Fushigi na Jitensha,Unknown,"Fantasy, Kids",Based on the children's book by Masako Matsuno.
23729,Minna Tomodachi,Unknown,"Comedy, Fantasy, Kids",ducational animation on the problems of bullying and friendship.
23731,"Boku datte, Kirei ni Shitainda",Unknown,Kids,ducational film about the bystander effect that happens with bullying.
23733,KoSys! Kochira Keihime Tetsudou: Kouhou System-ka,Unknown,"Slice of Life, Comedy",Comedy anime about the staff of Keihime Railway Company.
23735,Kenzen Robo Daimidaler Specials,6.16,"Ecchi, Comedy, Mecha, Seinen",-OVA specials bundled with each Blu-ray/DVD volume of Kenzen Robo Daimidaler .
23737,Neko Pitcher,Unknown,"Comedy, Sports, Kids",story about Cat pitcher Mi-Tarou's actions. It is a 23-koma that serialized in Yomiuri Shimbun Sunday.
23739,Peter Pan no Bouken Specials,Unknown,"Adventure, Fantasy",summary of the full series aired as a TV specials.
23741,Wakakusa Monogatari: Nan to Jo-sensei Specials,Unknown,"Drama, Historical, School, Slice of Life","summary of the Wakakusa Monogatari: Nan to Jo-sensei full series aired as a TV specials. Nan Harding is the new student at Mr. and Mrs. Bhaer's school. Everyone thinks that she is a pain in the head, but not Mrs. Jo. Together with the other kids, they all embark on their personal adventures and misfortunes while learning in school. (Source: ANN)"
23753,Kishin Houkou Demonbane (TV) Specials,5.83,"Magic, Mecha, Sci-Fi, Supernatural","Daijuuji Kurou and Al, Master Therion and Etheldreda continue to fight beyond the time again and again over the infinite just as Ouroboros..."
23755,Nanatsu no Taizai,7.89,"Action, Adventure, Ecchi, Fantasy, Magic, Shounen, Supernatural","In a world similar to the European Middle Ages, the feared yet revered Holy Knights of Britannia use immensely powerful magic to protect the region of Britannia and its kingdoms. However, a small subset of the Knights supposedly betrayed their homeland and turned their blades against their comrades in an attempt to overthrow the ruler of Liones. They were defeated by the Holy Knights, but rumors continued to persist that these legendary knights, called the ""Seven Deadly Sins,"" were still alive. Ten years later, the Holy Knights themselves staged a coup d’état, and thus became the new, tyrannical rulers of the Kingdom of Liones. Based on the best-selling manga series of the same name, Nanatsu no Taizai follows the adventures of Elizabeth, the third princess of the Kingdom of Liones, and her search for the Seven Deadly Sins. With their help, she endeavors to not only take back her kingdom from the Holy Knights, but to also seek justice in an unjust world."
23759,Oira no Ski,5.25,"Comedy, Sports",mated short features bunnies and tanuki having wacky hijinks while going skiing.
23763,Manga Aesop Monogatari,Unknown,"Adventure, Fantasy, Kids","sop is a trouble-making young boy who finds himself in another world filled with creatures he never believed to exist, such as fairies and talking donkeys. He sets off to find a way back to the normal world. On his journey he befriends many classical creatures from well-known fables and encounters many trials, each teaching him a valuable lesson. (Source: ANN)"
23765,Yamiyo no Jidaigeki,Unknown,"Historical, Horror","Tales include: The Hill of Old Age, which tells of a conspiracy hatched against Japan's unifier, Oda Nobunaga. Seeing the Truth, about the assassin sent to murder Nobunaga's successor leyasu Tokugawa. The broadcast was a part of the Neo Hyper Kids program. (Source: Anime Encyclopedia)"
23767,Yamiyo no Jidaigeki (OVA),Unknown,"Historical, Horror","direct sequel that was put straight to video. The Ear of Jinsuke, about a wandering swordsman saving a damsel in distress from evil spirits. Prints from the Fall of the Bakufu, features a tomboy from a woodcut works charged with making a print of the young warrior Okita Soji. (Source: Anime Encyclopedia)"
23769,Toppuku Kyousou Kyoku,Unknown,"Comedy, Shounen",Based on the shounen manga by Yuu Furusawa.
23775,Shingeki no Kyojin Movie 1: Guren no Yumiya,7.64,"Action, Drama, Fantasy, Shounen, Super Power",cap of episodes 1-13.
23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,7.74,"Action, Super Power, Drama, Fantasy, Shounen",cap of episodes 14-25.
23779,Akuma to Himegimi,Unknown,"Comedy, Shoujo",dapted from a fairy tale by Yoshida Akimi. Takahashi Ryosuke's directorial debut. (Source: AniDB)
23781,Blade & Soul Specials,5.8,Comedy,Short specials (featuring the chibi forms of the characters) included in the Blade and Soul Blu-rays and DVDs.
23787,Hi☆sCoool! SeHa Girls,6.51,"Comedy, Game","The story of the anime will revolve around Dreamcast, Sega Saturn, and Mega Drive, who have just enrolled in SeHaGaga Academy at Tokyo's Haneda Ōtorii station. They are given an assignment needed to graduate by a suspicious teacher, and to clear this assignment, the girls need to enter the world of Sega games. The girls must try their best to graduate without incident. (Source: ANN)"
23799,Dango San Kyoudai Attoiuma Gekijou,Unknown,"Kids, Music",The hit Danga San Kyoudai song was adapted into shorts that aired on NHK during commercial breaks in Okaasan to Issho's timeslot. The cheery series about three dango brothers was meant to give children quick lessons about sharing and humbleness.
23801,Doctor Mambo & Kaitou Jibako: Uchuu yori Ai wo Komete!!,Unknown,"Adventure, Fantasy, Kids, Mystery, Sci-Fi","In this one-shot adaptation of one of Morio Kita's Dr. Mambo SF novels, the dashing Dr. Mambo and his unlikely sidekick, Jibako the thief, help Princess Laura, former ruler of Eden, regain her birthright from the usurping President Capo. (Source: Anime Encyclopedia)"
23815,Gokuu no Daibouken Pilot,Unknown,"Comedy, Fantasy",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
23819,Onimaru: Senjou ni Kakeru Itsutsu no Seishun,Unknown,"Action, Adventure","During the Onin wars in Japan's medieval Muromachi era, five powerful warriors hire out their services to the highest bidder. Onimaru is the leader; Bo handles demolitions; Saru is as agile as a monkey; Osamu is a cool tactician; and Kiri is the sexy swordswoman. The group gains an extra member when Onimaru rescues Princess Aya who naturally falls in love with him and refuses to go away. (Source: The Anime Encyclopedia)"
23825,Ys IV: The Dawn of Ys,5.79,"Action, Adventure, Fantasy, Game","This was an animated promotional video that Falcom commissioned for Ys IV: The Dawn of Ys game for PC Engine, to shop around to various production houses. This was done in hopes of getting it made into a full-scale animated series/movie/etc., but it never panned out. (Source: You Tube)"
23829,Komatsu Sakyo Anime Gekijou,Unknown,"Comedy, Parody, Sci-Fi, Space",The collection of short SF stories.
23831,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,6.19,Comedy,Short videos shown in theaters before the main movie starts.
23835,Moonrakers,5.62,"Drama, Sci-Fi, Space","accident leaves Taishi stranded on the lunar surface, unable to return to Earth. A girl helps him in his despair, but he is oblivious to her true identity. (Source: ANN)"
23837,Meisou! Underworld,5.76,"Action, Supernatural, Thriller","Seita dies after dozing off behind the wheel and wakes up in the underworld. However, the prize that a demon extracts from him is part of his body. (Source: ANN)"
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.27,"Slice of Life, Comedy, Drama, Romance, School","Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku picks up immediately after the events of the first season, continuing the adventures of the Volunteer Service Club—the dispassionate Hachiman Hikigaya, the cheerful Yui Yuigahama, and the competitive Yukino Yukinoshita—as it dedicates itself to helping any student with issues that they may face. With the rift among his own group widening, Hachiman begins to realize that his knack for quickly getting to the root of other people's troubles is a double-edged sword: sometimes the best solution is not necessarily the most appropriate one."
23849,Pokemon XY: Sora no Hahen,6.74,"Adventure, Fantasy, Kids","Pocket Monsters XY: Sora no Hahen , is an anime movie tied to Pokémon XY television anime, that screened in two Tokyo planetariums. Like previous Pokémon planetarium anime, this one was projected onto 360-degree panoramic domes. The story follows Satoshi and his friends when they visit the Pokémon Aerospace eXploration Agency (a nod to the real-life Japan Aerospace Exploration Agency). They are thrilled by stories from PAXA's astronauts about the wonders of space and the possibility of Pokémon living in space. Then, just as they hear about the dangers posed by space debris, sirens suddenly ring out. Team Rocket have plotted to seize control of PAXA and have apparently infiltrated the facility. At that critical moment, trouble develops in a control system for artificial satellites. Large pieces of space debris have collided, causing fears of even more debris. (Source: ANN)"
23855,Dennou Sentai Voogie's★Angel Gaiden: Susume! Super★Angels!,Unknown,"Action, Comedy, Mecha, Parody, Sci-Fi",SD parody version of Voogie's Angel based on its radio drama of the same name.
23857,Go! Go! Kadendanshi 2nd Season,Unknown,"Action, Seinen",2nd Season of Go! Go! Kadendanshi.
23861,Ai no Kiseki: Doctor Norman Monogatari,Unknown,"Drama, Slice of Life",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
23863,Ganbare Swimmy,Unknown,Adventure,"Ganbare, a black fish born into a shoal of red fish, tries to fit in amid adventures as he is chased by tuna and must evade the Great Octopus. (Source: The Anime Encyclopedia)"
23865,Ojisan Kaizou Kouza,Unknown,Comedy,dapted from Shimizu Chinami and Furuya Yoshi's popular manga in Weekly Bunshun.
23867,Saru Kani Gassen: Ijimekkozaru to Shoujiki Kani-san,Unknown,"Comedy, Kids",ducational animation on the problems of bullying.
23869,Ji no Nai Hagaki,Unknown,Slice of Life,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
23871,Puchimas!!: Petit Petit iDOLM@STER - Fuyu→Kotatsu←Haru,6.61,"Comedy, Music, Slice of Life",Extra episode bundled with the limited edition of the 6th manga volume.
23877,Gondora,4.05,Dementia,short anime about a guy living in his own world.
23881,Momon's Sand Witch,Unknown,"Comedy, Kids","omon and her pet Tanu have been close friends since childhood and have always been together. Before long, Momon became an elementary school student, and one day when a new student transfers to her class, their lives begin to change..."
23885,Momon's Sand Witch Episode 0,Unknown,"Comedy, Kids",Episode 0 of Momon's Sandwitch.
23889,Pyuu to Fuku! Jaguar: Return of Yaku Ichinenburi,Unknown,"Comedy, Music, Shounen",The second OVA series based on the gag manga written and illustrated by Usuta Kyousuke that ran in Shuukan Shounen Jump from 2000 to 2010. (Source: AniDB)
23895,REACH x Thermae Romae: Pietrada no Kekkon,5.72,"Comedy, Historical, Seinen",New Thermae Romae short (collaboration with a toothbrush brand REACH) to celebrate the 2nd live action movie. This short is part of an advertising campaign for the Otome Joshi no Tame no Anime Shinsho book series.
23897,Lovely Movie: Itoshi no Muco,6.33,Slice of Life,"The happy daily life of Muco, a not-too-bright Akita dog, and its owner Komatsu-san the glass-blower. (Source: MU)"
23899,Lovely Movie: Itoshi no Muco Specials,Unknown,Slice of Life,"Extra episodes included in the DVD release, as well as the unaired 19th episode."
23901,Lovely Movie: Itoshi no Muco Season 2,6.13,Slice of Life,Second season of the Lovely Muco series.
23903,Tuzki: Love Assassin,5.75,"Comedy, Romance",darkly cute tale of foiled romance and contract assassinations starring Tuzki (兔斯基). (Source: AniDB)
23909,Hoshi no Yuuenchi,5.36,"Sci-Fi, Adventure, Kids","kindly teacher demonstrates origami to his elementary class, but when he gives a paper crane to a child, it is stolen from him by Takeshi, the class bully. Takeshi discovers that the crane is really a talking spaceship that takes him and his friends to visit a fairground in the stars. A girl falls through a hole into Space Hell, and the children cooperate to rescue her. Takeshi wakes up, wondering if it was all a dream. The next day, he returns the magic crane to its rightful owner. This tale is from Rainbow Across the Pacific's Daisuke Ikeda, the leader of the buddhist Soka Gakkai organization which is commonly considered a cult as it is a part of the shinshuukyou religious movement. (Source: Anime Encyclopedia)"
23911,"Subarashii Sekai Ryokou: Alaska no Tabi ""Daigo Hyougaki""",Unknown,"Adventure, Sci-Fi","In the near future, Earth is engulfed in a new ice age as snow falls ceaselessly in summer and glaciers advance with uncharacteristic speed. In this SF spinoff of the live-action Wonderful World Travel series, humanity must decide whether to use science to fight the ice or to adapt to it. (Source: Anime Encyclopedia)"
23915,The Adventures of Hello Kitty & Friends,5.87,"Fantasy, Kids",andom adventures of Hello Kitty and other Sanrio's characters.
23917,Sora wa Koko ni Aru,5.5,Music,"animated music video for the song ""Sora wa Koko ni Aru"" by Ai Kawashima. The video was released on a limited edition DVD sold with her 22nd single."
23931,Uchuu Senkan Yamato 2199: Tsuioku no Koukai,6.76,"Action, Military, Sci-Fi, Space, Drama",cap of Uchuu Senkan Yamato 2199.
23933,Kyutai Panic Adventure!,4.8,"Action, Martial Arts, Shounen, Super Power","special screened at special events named Odaiba Boken-Oh featuring characters from Astro Boy , Dragon Ball Z and One Piece ."
23935,Kyutai Panic Adventure Returns!,5.03,"Action, Shounen, Super Power","special screened at an event named Odaiba Boken-Oh, featuring characters from Dragon Ball Z , One Piece and Kochira Katsushikaku Kameari Kouenmae Hashutsujo ."
23943,Mobile Suit Gundam Unicorn: One of Seventy Two,6.38,Mecha,"U.C. 0095.12.03 The Neo Zeon remnants known as the Sleeves conduct a performance test on a certain new type of mobile suit in a debris sector. Having gotten wind of this intel, two warships head for the debris sector. One ship is a Earth Federation Forces warship. The other ship is an Anaheim Electronics testing ship. On board the Federation Forces battleship, a newly constructed Unicorn Gundam Unit 3 awaited its time to sortie… (Source: Zeonic Scanlations)"
23945,Majimoji Rurumo,6.85,"Comedy, Magic, Ecchi, Fantasy, School, Shounen","fter an unfortunate accident, completely normal heterosexual high school student Kouta Shibaki is branded as the school pervert. With girls avoiding Kouta like the plague, truly the young man's worst nightmare has come to fruition! One day in the school library, he stumbles upon a peculiar book said to possess the power to summon witches. Partly out of desperation, partly out of boredom, Kouta decides to play along with the joke of a book, until an apprentice witch going by the name of Rurumo Maji Mojiruka appears before him. In an unusual turn of events, Kouta ends up helping Rurumo with some general witchery tasks in exchange for his soul being spared. Majimoji Rurumo follows the misadventures of Rurumo as she attempts to persuade Kouta to use 666 magical wish-granting tickets in her efforts to become a fully-fledged witch, unaware that every time she grants a wish, Kouta's life is shortened. Aided by Rurumo's familiar Chiro, Kouta must decide between helping Rurumo or saving his own life."
23967,Fox Wood Monogatari,Unknown,"Adventure, Kids","Harvey, Rue, and Willie are a hedgehog, rabbit, and mouse who live in a windmill in the peaceful town of Fox Wood, where they have several adventures in this short-lived series based on the children's picture books by the British creators Cynthia and Brian Paterson. (Source: Anime Encyclopedia)"
23969,Fuku-chan no Kishuu,Unknown,"Comedy, Historical","The first film of the Fuku-chan trilogy. Based on a popular newspaper comic strip at the time, Fuku-chan was re-invented for propaganda use."
23971,Fuku-chan no Zousan Butai,Unknown,"Comedy, Historical","The second film of the Fuku-chan triology. Based on a popular newspaper comic strip at the time, Fuku-chan was re-invented for propaganda use. In this one Fuku-chan tries to rally up the fighting spirit of the troops."
23973,Fuku-chan,Unknown,"Kids, Slice of Life","Childish goings-on for Fukuo Fuchida (also known as Fuku-chan) a small boy who attends nursery school with his ""girlfriend"" Kumi and hangs out with his playmates Namiko (whose parents own a china shop), her younger brother, Kiyo, naughty twins Doshako and Garako and school bully Ganchan. (Source: Anime Encyclopedia)"
23975,Fukuyama Gekijou: Natsu no Himitsu,6.11,"Music, Kids, Fantasy","Several short animated mini-stories based on the short stories and four-panel manga of Keiko Fukuyama, including My Father the Mouse, The Rabbit Brothers, Summer Secret, The Mysterious Fairy, How Very Strange, and Kuro. (Source: Anime Encyclopedia)"
23979,Something Great Chizu ni Nai Machi,Unknown,Slice of Life,Based on the original story by Mukainakano Yoshio.
23983,Fuichin-san,Unknown,"Drama, Historical, Kids, Shoujo",Based on Ueda Toshiko's shoujo manga.
23985,Futari Ecchi (2014),6.19,"Comedy, Ecchi, Romance, Seinen, Slice of Life",Three new OVAs of Futari Ecchi released as standard DVDs and as part of a Premium DVD Box containing all seven OVAs of the series.
23987,Sarusuberi: Miss Hokusai,7.2,"Historical, Supernatural, Drama, Seinen","The time: 1814. The place: Edo, now known as Tokyo. One of the highest populated cities in the world, teeming with peasants, samurai, townsmen, merchants, nobles, artists, courtesans, and perhaps even supernatural things. A much accomplished artist of his time and now in his mid-fifties, Tetsuzo can boast clients from all over Japan, and tirelessly works in the garbage-loaded chaos of his house-atelier. He spends his days creating astounding pieces of art, from a giant-size Bodhidharma portrayed on a 180 square meter-wide sheet of paper, to a pair of sparrows painted on a tiny rice grain. Short-tempered, utterly sarcastic, with no passion for sake or money, he would charge a fortune for any job he is not really interested in. Third of Tetsuzo's four daughters and born out of his second marriage, outspoken 23-year-old O-Ei has inherited her father's talent and stubbornness, and very often she would paint instead of him, though uncredited. Her art is so powerful that sometimes leads to trouble. ""We're father and daughter; with two brushes and four chopsticks, I guess we can always manage, in a way or another."" Decades later, Europe was going to discover the immense talent of Tetsuzo. He was to become best known by one of his many names: Katsushika Hokusai. He would mesmerize Renoir and van Gogh, Monet and Klimt. However, very few today are even aware of the woman who assisted him all his life, and greatly contributed to his art while remaining uncredited. This is the untold story of O-Ei, Master Hokusai's daughter: a lively portrayal of a free-spirited woman overshadowed by her larger-than-life father, unfolding through the changing seasons. (Source: Production I.G)"
23989,Maken-Ki! Two Specials,6.21,Ecchi,Blu-ray/DVD specials of Maken-Ki! Two .
23991,Cardfight!! Vanguard Movie: Neon Messiah,6.79,"Action, Adventure, Game, Demons, Shounen","hybrid anime/live-action movie for the series to be released Fall 2014. After the events of Link Joker-hen, Aichi and Kai team up to a confront an enemy that threatens the peace they've just regained. The movie also covers the events leading up to Aichi's disappearance in Legion Mate-hen."
24011,Lance N' Masques,5.52,Fantasy,"Eight words describe the feelings of Youtarou Hanabusa: ""I just want to live a normal life."" Unfortunately for him, as a member of the Knights of the World, his training in this ancient and international order has left him with a condition he calls ""White Knight Syndrome."" This condition causes Youtarou to instinctively act heroically and chivalrously whenever he encounters someone in danger. To protect his identity in such embarrassing moments, he carries a mask with him at all times. Then one day, he saves the life of Makio Kidouin, the young daughter of an elite and affluent family. Little does he know that this singular act of heroism will change his life forever. Soon, he is simultaneously blessed with a life in the lap of luxury and cursed with one of abnormality, for his new friend Makio lives a life far removed from the everyday. Between coping with the hijinks of six-year-old Makio, and dealing with a cast of odd friends and scheming enemies, Youtarou must protect his new friend while keeping his identity hidden as the masked hero Knight Lancer."
24019,Manabu no Natsuyasumi,Unknown,"Fantasy, Kids","leased by JCI (Junior Chamber International) Japan to promote self awareness and appreciation of ""Japan's soul"". Manubu's mother leaves him with his uncle, grandmother and niece Kiyomi to spend his summer vacation. Him being a real city brat he has no real appreciation for nature and the outdoors and the values of life. He will soon learn differently... (Source: AniDB)"
24023,Project758,Unknown,Drama,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
24029,Shijou Saikyou no Deshi Kenichi Specials,7.27,"Action, Martial Arts, Comedy, School, Shounen",f summary of Kenichi's new life at Ryouzanpaku. Included as a bonus on the DVD volumes of the Shijou Saikyou no Deshi Kenichi OVA.
24031,Denki-gai no Honya-san,7.21,"Comedy, Seinen, Slice of Life","Umio is a shy kid who just started his part time job at a manga store smack dab in the middle of the city. But his lifestyle isn't as glamorous as the neon lights that illuminate the city. Umio's closest friends are his co-workers who are all unique characters, to say the least, and although they're nice people, they have their quirks. They are a tight knit group of friends, have nicknames for each other and spend their weekends inside, sheltered from the extravagant scene happening on the outside. (Source: MU)"
24037,Selector Spread WIXOSS,7.39,"Game, Psychological","Get ready for the thrilling second season of the WIXOSS series! Immerse yourself in a game where special cards called LRIGs—cards that possess personalities and wills of their own—can change your life forever. Teenager Ruko holds one of these rare cards, and if she wins, her wish will be granted. But what happens if she loses? (Source: FUNimation)"
24041,Jarujio Animal,Unknown,"Adventure, Comedy, Parody",The real female idol group PASSPO☆ are the stars of this anime. The PASSPO☆ members are represented as animals and go on flight-attendant adventures.
24045,Monster ni Natta Domerica,Unknown,"Action, Fantasy","In this ""action epic"" set in the run-down slums, the title character Domerica is transformed into a monster one day. (Source: ANN)"
24047,Kaseki Dorobou to Kyouryuuseki,Unknown,"Adventure, Kids",The dinosaur fantasy revolves around a 12-year-old named Yuta and Gobi — a moving fossil. The two embark on a journey with Yuta's friends to chase a fossil thief and find Gobi's stolen fossil mother. (Source: ANN)
24049,Kanai,Unknown,Mecha,The story follows two girls who grow up on the island of Okinawa and a boy as they discover a robot.
24051,Interior,Unknown,"Adventure, Comedy","Centers around the unprofitable artist Sam, the unprofitable playwright Borman, and their friend Greg. The one thing they all have in common is that they are poor. The three decide to enter a contest to earn money — but since they cannot afford to mail their entries, they decide to take the long trip to the competition site to bring their entries in person. (Source: ANN)"
24053,Gunners,Unknown,"Action, Mecha",3D-CG promotional video for the Gunners manga.
24071,gdgd Fairies Movie: tte Iu Eiga wa Dou kana...?,6.28,"Comedy, Fantasy",ovie of gdgd Fairies.
24073,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www,Unknown,"Space, Comedy",g simultaniously as gdgd Fairies Movie.
24075,Persona 4 the Golden Animation,6.63,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School","Spring. Far from the city, time flows peacefully in this rural town. As the cherry blossoms scatter in the wind, a young man named Yu Narukami steps off the train at Yasoinaba Station. Yu has come to this town, where his uncle lives, for family reasons; he will be transferring into the local high school, Yasogami High. And so begins his school life... The shopping mall after school. A series of murders taking place in town. The Midnight Channel, airing late at night.... What lies in store for Yu and his friends ‘this time around? (Source: Aniplex USA)"
24085,Shura ga Yuku,Unknown,"Drama, Seinen",Based on a Yakuza drama manga by Kawabe Yuu and Yamaguchi Masato.
24087,Be-Bop Kaizokuban,Unknown,"Comedy, School, Seinen",Based on a parody manga of Be-Bop Highschool.
24089,High School Jingi,Unknown,"Action, Comedy, Seinen",The impulsive Yakuza Jouji was ordered by his boss to teach at a misfit-filled school. He now has to settle the score with a fated rival while falling head over heels for a colleague in the process. (Source: AniDB)
24093,Gorillaman,Unknown,"Comedy, School, Seinen","school comedy about a mute transfer student, Tadashi Iketo, who is constant­ly shuffled from school to school for his ""violent nature,"" though he really is a mild-mannered boy constantly taunt­ed into fights over his simian appearance. Based on a 1989 manga in Young Magazine by Harold Sakuishi. (Source: The Anime Encyclopedia)"
24109,Tooryanse,5.89,"Supernatural, Music","other music video from Kousuke Sugimoto and Handsome Kenya. The title of the song comes from the name of an old children's tune sometimes played at crosswalks in Japan. After the tune plays, Handsome Kenya is pulled into a beautiful and strange world."
24121,Patta Potta Monta,Unknown,"Comedy, Kids, Slice of Life",Three monkey brothers from the from an urban city go to live in the countryside. There's no convenience store nor arcades there; truly bare-bones. The story follows their daily lives trying to make friends and have fun amongst the villagers.
24123,Kaette Kita Top wo Nerae! Kagaku Kouza,5.61,"Comedy, Mecha, Sci-Fi","Extra science lessons included with the Gunbuster Blu-ray Box Complete Edition. These explain how the space ropeway works, and time dilation from near-lightspeed travel."
24127,Hashi no Mukou,5.91,"Historical, Horror, Supernatural","There are old stories of children disappearing by the river's edge. This has haunted Otoha ever since her friend Jiro disappeared when she was seven years old and now she is back in her hometown covering the war between the government and the dissidents. When she gets separated from the squad, Otoha thinks someone seems to be leading her deeper into the back alleys of the town."
24133,Taimadou Gakuen 35 Shiken Shoutai,6.9,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural","In a world plagued by magical dangers and threats, there exist special warriors—known as Inquisitors—who are tasked with non-violently preventing these threats and nefarious actions. The Anti-Magic Academy is a specialized school built to educate and train these Inquisitors, which splits its students into small squads in order to train them to work together. Among these talented squads is the 35th Test Platoon, also known as the ""Small Fry Platoon"" due to its low ranking and incompetent members. However, everything changes when Ouka Ootori, a powerful yet rebellious former Inquisitor, is forced into joining due to her tendency to break rules and committing a serious violation: the killing of a witch. Tempers flare upon her arrival, as she clashes with their clumsy captain Takeru Kusanagi and argues with the rest of the squad over her views on witches. This eclectic group has a long way to go if they wish to succeed and climb the ranks at the Anti-Magic Academy: they must first set aside their differences and come to work together as a team."
24135,Nobunaga Concerto,7.6,"Comedy, Historical, Romance, Shounen","""Who cares about what happened in Japan's past? It has nothing to do with my life."" With these words, carefree high school student Saburou finds himself unceremoniously thrown back in time to the Sengoku Era, landing directly in front of the legendary general Nobunaga Oda. Nobunaga, on the run from his retainers and wishing to rest due to his frailty, beseeches Saburou to take his place, as the two bear an uncanny resemblance. Although Saburou is still confused by his surroundings, Nobunaga hurriedly provides the boy with the necessary items to prove that he is the bona fide feudal lord and makes a hasty getaway. Now a stand-in for someone he doesn't even know all that much about—though his modern experiences and knowledge are sure to help him—Saburou begins his unexpected quest to pose as the man who attempted to unite all of Japan."
24139,Tokyo Babylon: Vision,5.53,"Music, Supernatural",usic video included as a bonus on a Premium Laser Disc release of the Tokyo Babylon OVA.
24151,Ao Haru Ride OVA,7.6,"Slice of Life, Romance, School, Shoujo","""Unwritten"" - An episode about Futaba and Kou in middle school. Based on the chapter called ""Unwritten."" also known as chapter 0 or Prologue. ""Page.13"" - An episode that continues the story after the television series's 12th and final episode. (Source: sakisaka10)"
24159,Kougyou Aika Volley Boys,Unknown,"Sports, Comedy, School, Seinen","In a mix of Field of Dreams and Ping Pong Club, sex-starved teenage boys at Kudo High School sign up for the girls' volleyball team hoping that if they build it, the girls will come, to a year that has no girls in it at all. (Source: ANN)"
